00A YYYY.dec             Lat            Lon        Depth     cumD(cm)                 EVID                       CSID                   Mag        D(cm)
2013.2479221524607      36.96012     -121.45128    4.847      9.75949             71964340    SJBPK1016_freq8-24Hz_maxdist3_coh9500   1.07      4.46529
2017.8212913495688      36.96012     -121.45128    4.847     14.38490             72914896    SJBPK1016_freq8-24Hz_maxdist3_coh9500   1.13      4.62541
1995.9672955035514      36.95779     -121.45036    4.645      4.76321             30092388    SJBPK1017_freq8-24Hz_maxdist3_coh9500   1.18      4.76321
2004.5388462925016      36.95779     -121.45036    4.645      9.63962             21378572    SJBPK1017_freq8-24Hz_maxdist3_coh9500   1.22      4.87641
2004.5218631729408      36.88155     -121.45863    8.909      4.90512             21376944    SJBPK1018_freq8-24Hz_maxdist3_coh9500   1.23      4.90512
2005.7141507483511      36.88155     -121.45863    8.909      9.78153             30229491    SJBPK1018_freq8-24Hz_maxdist3_coh9500   1.22      4.87641
2004.5206080816131      36.96720     -121.60370    5.387      6.31393             21376799    SJBPK1019_freq8-24Hz_maxdist3_coh9500   1.66      6.31393
2012.1492530294981      36.96720     -121.60370    5.387     11.51569             71741221    SJBPK1019_freq8-24Hz_maxdist3_coh9500   1.33      5.20176
2013.8457031963471      36.56768     -121.16284    8.408      4.79126             72101591     SJBPK101_freq8-24Hz_maxdist3_coh9500   1.19      4.79126
2013.8484442541858      36.56768     -121.16284    8.408      9.36267             72102241     SJBPK101_freq8-24Hz_maxdist3_coh9500   1.11      4.57141
1994.6883877790463      36.98242     -121.64626    4.577      5.35673             30056909    SJBPK1020_freq8-24Hz_maxdist3_coh9500   1.38      5.35673
1996.4063480950213      36.98242     -121.64626    4.577     11.03741             30107482    SJBPK1020_freq8-24Hz_maxdist3_coh9500   1.48      5.68068
2004.5200999607873      36.98242     -121.64626    4.577     18.47959             21376773    SJBPK1020_freq8-24Hz_maxdist3_coh9500   1.94      7.44218
2015.5694347412482      36.98242     -121.64626    4.577     23.80496             72495556    SJBPK1020_freq8-24Hz_maxdist3_coh9500   1.37      5.32537
2004.5151442015786      35.97879     -120.47650    9.001      5.08101             21376339    SJBPK1021_freq8-24Hz_maxdist3_coh9500   1.29      5.08101
2004.5151575149262      35.97879     -120.47650    9.001     10.16202             21376341    SJBPK1021_freq8-24Hz_maxdist3_coh9500   1.29      5.08101
2004.4969057060819      36.27061     -120.84695    5.211      6.16737             21374459    SJBPK1022_freq8-24Hz_maxdist3_coh9500   1.62      6.16737
2008.1470066155637      36.27061     -120.84695    5.211     12.40759             51196992    SJBPK1022_freq8-24Hz_maxdist3_coh9500   1.64      6.24022
2011.1780020928463      36.27061     -120.84695    5.211     18.50296             71538826    SJBPK1022_freq8-24Hz_maxdist3_coh9500   1.60      6.09537
2014.5078216958398      36.27061     -120.84695    5.211     24.28459             72249316    SJBPK1022_freq8-24Hz_maxdist3_coh9500   1.51      5.78163
1998.7721564561136      36.96334     -121.59037    5.911      5.02169             30201247    SJBPK1023_freq8-24Hz_maxdist3_coh9500   1.27      5.02169
2004.4903721728901      36.96334     -121.59037    5.911     10.28489             21373474    SJBPK1023_freq8-24Hz_maxdist3_coh9500   1.35      5.26320
2013.9503781392693      36.96334     -121.59037    5.911     14.64654             72120305    SJBPK1023_freq8-24Hz_maxdist3_coh9500   1.03      4.36164
